기준연도,대표문의,사이트,서비스URL,서비스명,서비스아이디,서비스요약,소관부처명,소관조직명,최종수정일
2025,보건복지상담센터129 사회서비스 전자바우처1566-3232,보건복지상담센터http://www.129.go.kr 사회서비스 전자바우처https://www.socialservice.or.kr:444/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000092&wlfareInfoReldBztpCd=01,저소득층 기저귀·조제분유 지원,WLF00000092,영아(0~24개월)를 양육하고 있는 저소득층 가정에 기저귀와 조제분유를 지원하여 경제적 부담을 경감합니다.,보건복지부,출산정책과,2025-03-31
2025,주택도시보증공사1566-9009 한국주택금융공사1688-8114,주택도시보증공사http://www.khug.or.kr/ 한국주택금융공사http://www.hf.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000093&wlfareInfoReldBztpCd=01,버팀목대출보증,WLF00000093,제도권 금융기관을 이용하기 어려운 금융소외계층의 주거안정을 위해 주택금융신용보증기금을 통한 보증을 지원하여 서민의 주거안정을 도모합니다.,금융위원회,금융정책과,2025-03-27
2025,고용노동부 고객상담센터1350 국민연금공단1355 근로복지공단 콜센터1588-0075,고용노동부 고객상담센터http://www.moel.go.kr/ 고용노동부http://www.moel.go.kr/ 국민연금공단http://www.nps.or.kr 근로복지공단 콜센터https://www.comwel.or.kr 근로복지공단http://www.kcomwel.or.kr/ 보건복지부http://www.mohw.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000095&wlfareInfoReldBztpCd=01,사회보험사각지대해소 사업(두루누리 사회보험료 지원사업),WLF00000095,"소규모 사업 저임금 근로자, 예술인, 노무제공자의 사회보험료를 지원하여 사회보험가입 사각지대 해소 및 사회안전망을 강화합니다.",고용노동부,고용지원실업급여과,2025-02-24
2025,강원제대군인지원센터1666-9279 경기남부제대군인지원센터1666-9279 경기북부제대군인지원센터1666-9279 경남제대군인지원센터1666-9279 광주제대군인지원센터1666-9279 대구제대군인지원센터1666-9279 대전제대군인지원센터1666-9279 보훈상담센터1577-0606 부산제대군인지원센터1666-9279 서울제대군인지원센터1666-9279 인천제대군인지원센터1666-9279 제대군인지원센터1666-9279,제대군인지원센터http://www.vnet.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000096&wlfareInfoReldBztpCd=01,제대군인전직지원금,WLF00000096,실업상태의 군인연금 비대상자에게 제대군인 전직지원금을 지급하여 중·장기복무 제대군인의 생활안정을 도모하고 취업과 창업을 지원합니다.,국가보훈부,제대군인일자리과,2025-02-26
2025,보훈상담센터1577-0606,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000097&wlfareInfoReldBztpCd=01,국가유공자등생활조정수당,WLF00000097,저소득 국가유공자 등 및 그 유족의 생활안정 및 복지향상을 위해  생활조정수당을 지급합니다.,국가보훈부,보상정책과,2025-05-23
2025,보훈상담센터1577-0606,국가보훈부http://www.mpva.go.kr/ 이동보훈복지서비스http://www.mpva.go.kr/bovis/index.asp,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000098&wlfareInfoReldBztpCd=01,국가유공자재가복지지원,WLF00000098,국가유공자 등 보훈대상자의 안락하고 영예로운 노후 생활을 보장하기 위해 재가복지 서비스를 지원합니다.,국가보훈부,복지서비스과,2025-03-28
2025,보건복지부 보건복지부 콜센터129,보건복지부 콜센터http://www.129.go.kr 보건복지부http://www.mohw.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000099&wlfareInfoReldBztpCd=01,저소득장애인 진단서 발급비 및 검사비 지원사업,WLF00000099,저소득장애인 등에게 장애정도 심사용 진단서 발급비 및 검사비 일부를 지원합니다.,보건복지부,장애인정책과,2025-06-13
2025,보건복지상담센터129 자산형성지원 콜센터1522-3690,보건복지상담센터http://www.129.go.kr 자산형성포털https://hope.welfareinfo.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000100&wlfareInfoReldBztpCd=01,"자산형성지원사업(희망저축계좌Ⅰ, Ⅱ)",WLF00000100,희망저축계좌를 통해 일하는 생계·의료·주거·교육급여 수급가구 및 차상위계층이 자활에 필요한 자산을 형성할 수 있도록 지원합니다.,보건복지부,자활정책과,2025-07-02
2025,보훈상담센터1577-0606,보훈상담센터www.mpva.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000101&wlfareInfoReldBztpCd=01,"교통시설 이용지원(버스,내항여객선,KTX등)",WLF00000101,애국지사 및 국가유공상이자 등의 교통권 보장과 이동편의 제공을 위하여 버스 등 수송시설의 무임 또는 할인 이용을 지원합니다.,국가보훈부,복지서비스과,2025-03-27
2025,보건복지부상담센터129,보건복지부 콜센터http://www.129.go.kr 보건복지부http://www.mohw.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000102&wlfareInfoReldBztpCd=01,의료급여(의료급여),WLF00000102,의료급여 수급권자에 대한 의료비를 지원하여 저소득층의 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부,기초의료보장과,2025-03-24
2025,국민건강보험공단 상담센터1577-1000,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000103&wlfareInfoReldBztpCd=01,노인장기요양보험 복지용구 급여,WLF00000103,장기요양 수급자에게 일상생활 또는 신체활동 지원 및 인지 기능의 유지 향상에 필요한 용구를 제공합니다.,보건복지부,요양보험제도과,2025-05-07
2025,시청자미디어재단1688-4596,시청자미디어재단tv.kcmf.or.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000104&wlfareInfoReldBztpCd=01,시각·청각장애인용 TV 보급사업,WLF00000104,시각&middot;청각 장애인이 비장애인과 동등한 조건에서 방송매체에 접근할 수 있도록  장애인용 맞춤형 TV를 보급하여 방송소외계층의 방송접근권을 보장합니다.,방송통신위원회,미디어다양성정책과,2025-04-29
2025,대한법률구조공단국번없이 132 보훈상담센터1577-0606 제대군인지원센터1666-9279,대한법률구조공단http://www.klac.or.kr/ 제대군인지원센터http://www.vnet.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000747&wlfareInfoReldBztpCd=01,중장기복무 제대군인 무료법률 구조지원,WLF00000747,제대군인이 사회적응 과정에서 겪는 법률문제를 대한법률구조공단을 통해 무료로 지원합니다.,국가보훈부,제대군인일자리과,2025-02-26
2025,보훈상담센터1577-0606,국가보훈부http://www.mpva.go.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000750&wlfareInfoReldBztpCd=01,애국지사특별예우금,WLF00000750,일제강점기에 나라를 위해 자신을 희생한 애국지사의 뜻을 기리고 명예를 지킬 수 있도록 예우금을 지급합니다.,국가보훈부,보훈문화정책과,2025-02-24
2025,청소년 상담전화1388 한국청소년상담복지개발원051-662-3230,1388청소년사이버상담센터www.1388.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000751&wlfareInfoReldBztpCd=01,청소년복지시설 운영 지원,WLF00000751,"가정 밖 청소년을 보호하고 상담, 교육문화활동 지원을 통해 비행, 탈선을 예방하여 가정복귀와 사회적응을 돕습니다.",여성가족부,청소년자립지원과,2025-05-07
2025,BC카드 1899-4651 KB국민카드1599-7900 거주지 관할 읍면동 주민센터 롯데카드1899-4282 사회서비스전자바우처1566-3232 삼성카드1566-3336 신한카드1544-8868,BC카드 www.bccard.com KB국민카드card.kbcard.com 롯데카드www.lottecard.co.kr 사회서비스전자바우처https://www.socialservice.or.kr:444/ 삼성카드www.samsungcard.com 신한카드www.shinhancard.com,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000781&wlfareInfoReldBztpCd=01,여성청소년 생리용품 지원,WLF00000781,취약계층 여성청소년 대상 생리용품 지원을 통해 여성 청소년의 건강한 성장을 지원합니다.,여성가족부,청소년정책과,2025-04-15
2025,북한이탈주민 종합상담 콜센터1577-6635,남북하나재단https://www.koreahana.or.kr 북한이탈주민 포털https://hanaportal.unikorea.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000782&wlfareInfoReldBztpCd=01,(북한이탈주민)사회보장 지원(수급권자 범위의 특례),WLF00000782,북한에서 남한으로 이주한 주민의 안정적인 정착을 지원합니다.,통일부,안전지원과,2025-04-15
2025,보건복지상담센터129,보건복지상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000807&wlfareInfoReldBztpCd=01,입양숙려기간 모자지원사업,WLF00000807,미혼·이혼 한부모가 출산 전후 정서적으로 불안정한 상태로 입양에  동의하는 것을 방지하고 입양과 양육에 대하여 충분히 고려할 기회를 제공합니다.,보건복지부,아동정책과,2025-03-27
2025,농어촌희망재단02-509-2249,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000812&wlfareInfoReldBztpCd=01,청년창업농장학금 지원,WLF00000812,"농업 후계인력과 농업인 자녀 등에게 장학금을 지원하여 우수 농업 후계인력을 양성하고, 농업인의 교육비 부담을 경감합니다.",농림축산식품부,농촌사회서비스과,2025-03-21
2025,한국토지주택공사1600-1004,한국토지주택공사 지역별 안내https://www.lh.or.kr/user/areaHdofc/comeList?mid=a10708020000 한국토지주택공사https://www.lh.or.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000814&wlfareInfoReldBztpCd=01,노후공공임대주택시설개선,WLF00000814,노후 공공임대주택의 세대내부 및 부대·복리시설을 개선하여 저소득층의 주거안전 및 환경개선을 도모합니다.,국토교통부,주거복지지원과,2025-04-15
2025,"북한이탈주민 종합상담 콜센터1577-6635 북한이탈주민정착지원사무소031-670-9323, 9327",남북하나재단https://www.koreahana.or.kr 북한이탈주민 포털https://hanaportal.unikorea.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000815&wlfareInfoReldBztpCd=01,(북한이탈주민)주택알선 지원,WLF00000815,탈북민의 안정적 정착과 자립능력 제고를 위하여 하나원 교육기간 중 주택알선을 통해 주택을 배정합니다.,통일부,교육기획과,2025-04-15
2025,다누리콜센터1577-1366 여성가족부02-2100-6000,다누리 포털http://www.liveinkorea.kr/ 여성가족부http://www.mogef.go.kr/index.jsp,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000837&wlfareInfoReldBztpCd=01,다문화가족 지원사업,WLF00000837,"다문화가족의 안정적인 정착과 가족생활을 지원하기 위해 가족교육/상담/한국어 문화프로그램, 자녀지원, 직업교육 등 서비스를 제공합니다.",여성가족부,다문화가족과,2025-05-07
2025,고용노동부 고객상담센터1350,고용24http://www.work24.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000838&wlfareInfoReldBztpCd=01,고용보험 미적용자 출산급여 지원,WLF00000838,소득활동을 하고 있으나 고용보험의 '출산전후휴가급여'를 지원받지 못하는 출산여성에게 출산급여를 지원합니다.,고용노동부,여성고용정책과,2025-04-14
2025,교육부 민원 전화 상담실02-6222-6060,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000842&wlfareInfoReldBztpCd=01,보육교직원 인건비 지원,WLF00000842,"국공립, 사회복지법인, 법인 단체 등 어린이집 및 취약보육서비스를 제공하는 보육교직원 인건비 지원을 통해 안정적 보육서비스를 제공합니다.",교육부,영유아재정과,2025-03-12
2025,희귀질환헬프라인043-719-8778,희귀질환헬프라인https://helpline.kdca.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000864&wlfareInfoReldBztpCd=01,희귀질환자 의료비 지원사업,WLF00000864,희귀질환자 중 저소득층 건강보험가입자에게 본인부담금 등 의료비를 지원하여 경제적 부담을 경감합니다.,질병관리청,희귀질환관리과,2025-04-15
2025,교육비 원클릭 신청 시스템 상담센터1544-9654,교육비 원클릭 신청 시스템https://oneclick.neis.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000867&wlfareInfoReldBztpCd=01,방과후학교 자유수강권,WLF00000867,방과후학교 수업을 통해 저소득층 자녀의 지속적이며 실직적인 교육기회를 확대하고 공교육 활성화 및 저소득층의 교육격차 해소를 돕습니다.,교육부,늘봄학교정책과,2025-04-10
2025,LH 공사1600-1004 LH콜센터1600-1004 거주지 관할 읍면동 주민센터 마이홈1600-0777 한국토지주택공사1600-1004,마이홈www.myhome.go.kr 한국토지주택공사http://www.lh.or.kr/,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000888&wlfareInfoReldBztpCd=01,영구임대주택공급,WLF00000888,"생계·의료급여 수급자, 국가유공자, 일본군 위안부 피해자 등 사회보호계층에게 영구임대주택을 공급하여 주거안정을 도모합니다.",국토교통부,공공주택정책과,2025-02-24
2025,보건복지부상담센터129,보건복지부상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000892&wlfareInfoReldBztpCd=01,긴급복지 장제비지원,WLF00000892,"생계곤란 등의 위기상황에 처하여 도움이 필요해 긴급복지 주지원(생계, 의료, 주거, 사회복지시설 이용지원)을 받는 긴급지원대상자(가구구성원 포함)가 사망한 경우 장제에 필요한 비용을 지원합니다.",보건복지부,기초생활보장과,2025-05-26
2025,보건복지부 콜센터129,e보건소http://www.e-health.go.kr/ 보건복지부 콜센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000896&wlfareInfoReldBztpCd=01,중독관리통합지원센터 운영지원 및 인력지원,WLF00000896,"중독관리통합지원센터를 설치·운영하여 통합적인 문제 음주자 및 알코올 등 중독자 관리체계를 구축하고, 중독자 조기발견·상담·치료·재활 및 사회로의 복귀를 지원합니다.",보건복지부,정신건강관리과,2025-03-25
2025,보건복지부상담센터129,보건복지부상담센터http://www.129.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000917&wlfareInfoReldBztpCd=01,긴급복지 주거지원,WLF00000917,생계곤란 등의 위기상황에 처하여 도움이 필요한 경우 일시적으로 신속하게 지원함으로써 위기상황에서 벗어날 수 있도록 지원합니다.,보건복지부,기초생활보장과,2025-05-26
2025,북한이탈주민 종합상담 콜센터1577-6635,남북하나재단http://www.koreahana.or.kr 북한이탈주민 포털https://hanaportal.unikorea.go.kr,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000921&wlfareInfoReldBztpCd=01,(북한이탈주민)상담 지원,WLF00000921,북한이탈주민의 주택/취업/교육/의료 등 상담지원 서비스를 체계적으로 제공하여 성공적인 지역사회 정착을 유도합니다.,통일부,정착지원과,2025-04-22
